stimulus;nblettres;freqlemfilms2;ifreq;wtype;word;correct_answer_tablette;correct_answer;type
nettoyer;8;61.95;3;0;nettoyer;1;m;word
solution;8;61.96;3;0;solution;1;m;word
montagne;8;62.01;3;0;montagne;1;m;word
toilette;8;62.84;3;0;toilette;1;m;word
souvenir;8;63.24;3;0;souvenir;1;m;word
survivre;8;63.62;3;0;survivre;1;m;word
enterrer;8;63.68;3;0;enterrer;1;m;word
quartier;8;65.7;3;0;quartier;1;m;word
contrôle;8;66.28;3;0;contrôle;1;m;word
pleuvoir;8;67.17;3;0;pleuvoir;1;m;word
profiter;8;67.2;3;0;profiter;1;m;word
horrible;8;67.22;3;0;horrible;1;m;word
emporter;8;69.02;3;0;emporter;1;m;word
proposer;8;70.02;3;0;proposer;1;m;word
réaliser;8;71.27;3;0;réaliser;1;m;word
remonter;8;71.33;3;0;remonter;1;m;word
derrière;8;73.39;3;0;derrière;1;m;word
relation;8;74.95;3;0;relation;1;m;word
respirer;8;76.08;3;0;respirer;1;m;word
camarade;8;77.81;3;0;camarade;1;m;word
fatiguer;8;78.25;3;0;fatiguer;1;m;word
défendre;8;78.55;3;0;défendre;1;m;word
partager;8;79.08;3;0;partager;1;m;word
vaisseau;8;83.39;3;0;vaisseau;1;m;word
terrible;8;87.66;3;0;terrible;1;m;word
échapper;8;95.07;3;0;échapper;1;m;word
pourtant;8;95.8;3;0;pourtant;1;m;word
discuter;8;96.42;3;0;discuter;1;m;word
habitude;8;98.22;3;0;habitude;1;m;word
attaquer;8;99.63;3;0;attaquer;1;m;word
fond;4;110.07;4;0;fond;1;m;word
dame;4;111.2;4;0;dame;1;m;word
camp;4;114.93;4;0;camp;1;m;word
faux;4;122.23;4;0;faux;1;m;word
face;4;125.32;4;0;face;1;m;word
prix;4;126.55;4;0;prix;1;m;word
faim;4;128.04;4;0;faim;1;m;word
voix;4;130.83;4;0;voix;1;m;word
avis;4;139.22;4;0;avis;1;m;word
ciel;4;142.32;4;0;ciel;1;m;word
noir;4;144.81;4;0;noir;1;m;word
paix;4;144.86;4;0;paix;1;m;word
état;4;145.72;4;0;état;1;m;word
sale;4;146.86;4;0;sale;1;m;word
bras;4;149.26;4;0;bras;1;m;word
fête;4;155.97;4;0;fête;1;m;word
rêve;4;158.75;4;0;rêve;1;m;word
long;4;164.02;4;0;long;1;m;word
aide;4;175.59;4;0;aide;1;m;word
lieu;4;182;4;0;lieu;1;m;word
bébé;4;191.63;4;0;bébé;1;m;word
tour;4;193.82;4;0;tour;1;m;word
agir;4;195.94;4;0;agir;1;m;word
pays;4;202.57;4;0;pays;1;m;word
chef;4;205.26;4;0;chef;1;m;word
cher;4;205.75;4;0;cher;1;m;word
pied;4;214.08;4;0;pied;1;m;word
arme;4;220.22;4;0;arme;1;m;word
hier;4;223.77;4;0;hier;1;m;word
joli;4;226.45;4;0;joli;1;m;word
loin;4;248.34;4;0;loin;1;m;word
film;4;252.66;4;0;film;1;m;word
papa;4;259.01;4;0;papa;1;m;word
mari;4;264.15;4;0;mari;1;m;word
gros;4;266.95;4;0;gros;1;m;word
côté;4;285.99;4;0;côté;1;m;word
gars;4;289.63;4;0;gars;1;m;word
sang;4;304.75;4;0;sang;1;m;word
part;4;305.89;4;0;part;1;m;word
mois;4;312.31;4;0;mois;1;m;word
prêt;4;314.64;4;0;prêt;1;m;word
tard;4;350.38;4;0;tard;1;m;word
tant;4;380.34;4;0;tant;1;m;word
truc;4;381.34;4;0;truc;1;m;word
idée;4;389.77;4;0;idée;1;m;word
même;4;402.93;4;0;même;1;m;word
oeil;4;413.04;4;0;oeil;1;m;word
coup;4;471.82;4;0;coup;1;m;word
tête;4;475.87;4;0;tête;1;m;word
main;4;499.6;4;0;main;1;m;word
peur;4;557.21;4;0;peur;1;m;word
soir;4;575.7;4;0;soir;1;m;word
gens;4;594.29;4;0;gens;1;m;word
donc;4;612.51;4;0;donc;1;m;word
beau;4;671.86;4;0;beau;1;m;word
déjà;4;681.89;4;0;déjà;1;m;word
mère;4;686.79;4;0;mère;1;m;word
vrai;4;807.03;4;0;vrai;1;m;word
chez;4;842.18;4;0;chez;1;m;word
trop;4;859.54;4;0;trop;1;m;word
seul;4;891.45;4;0;seul;1;m;word
père;4;895.55;4;0;père;1;m;word
fois;4;899.25;4;0;fois;1;m;word
dieu;4;903.41;4;0;dieu;1;m;word
sans;4;1003.44;4;0;sans;1;m;word
jour;4;1061.92;4;0;jour;1;m;word
quoi;4;1558.22;4;0;quoi;1;m;word
très;4;1589.92;4;0;très;1;m;word
tout;4;2948.75;4;0;tout;1;m;word
avec;4;3704.89;4;0;avec;1;m;word
voir;4;4119.43;4;0;voir;1;m;word
dans;4;4658.59;4;0;dans;1;m;word
être;4;8074.24;4;0;être;1;m;word
appel;5;100.18;4;0;appel;1;m;word
filer;5;100.97;4;0;filer;1;m;word
rouge;5;102.93;4;0;rouge;1;m;word
honte;5;103.4;4;0;honte;1;m;word
crime;5;104.07;4;0;crime;1;m;word
garde;5;104.47;4;0;garde;1;m;word
scène;5;107.96;4;0;scène;1;m;word
doute;5;108.18;4;0;doute;1;m;word
choix;5;113.35;4;0;choix;1;m;word
jambe;5;113.82;4;0;jambe;1;m;word
début;5;114.31;4;0;début;1;m;word
hôtel;5;114.67;4;0;hôtel;1;m;word
sorte;5;114.73;4;0;sorte;1;m;word
effet;5;116.75;4;0;effet;1;m;word
salle;5;116.91;4;0;salle;1;m;word
crier;5;116.94;4;0;crier;1;m;word
agent;5;117.9;4;0;agent;1;m;word
table;5;118.37;4;0;table;1;m;word
blanc;5;118.74;4;0;blanc;1;m;word
balle;5;122.07;4;0;balle;1;m;word
clair;5;122.69;4;0;clair;1;m;word
rêver;5;122.95;4;0;rêver;1;m;word
oncle;5;126.71;4;0;oncle;1;m;word
froid;5;127.22;4;0;froid;1;m;word
avion;5;128.35;4;0;avion;1;m;word
libre;5;134.42;4;0;libre;1;m;word
grave;5;142.48;4;0;grave;1;m;word
drôle;5;144.48;4;0;drôle;1;m;word
carte;5;144.96;4;0;carte;1;m;word
jurer;5;148.41;4;0;jurer;1;m;word
pièce;5;151.1;4;0;pièce;1;m;word
taire;5;154.46;4;0;taire;1;m;word
route;5;166.72;4;0;route;1;m;word
faute;5;169.26;4;0;faute;1;m;word
verre;5;176.57;4;0;verre;1;m;word
soeur;5;184.99;4;0;soeur;1;m;word
après;5;193.68;4;0;après;1;m;word
livre;5;198.11;4;0;livre;1;m;word
peine;5;199.75;4;0;peine;1;m;word
école;5;206.88;4;0;école;1;m;word
ainsi;5;207.68;4;0;ainsi;1;m;word
plein;5;208.75;4;0;plein;1;m;word
photo;5;209.1;4;0;photo;1;m;word
envie;5;213.96;4;0;envie;1;m;word
reste;5;214.54;4;0;reste;1;m;word
poser;5;217.2;4;0;poser;1;m;word
ordre;5;217.25;4;0;ordre;1;m;word
cause;5;218.6;4;0;cause;1;m;word
genre;5;221.51;4;0;genre;1;m;word
chien;5;223.53;4;0;chien;1;m;word
façon;5;230.48;4;0;façon;1;m;word
voler;5;238.82;4;0;voler;1;m;word
coeur;5;239.97;4;0;coeur;1;m;word
corps;5;250.15;4;0;corps;1;m;word
train;5;255.28;4;0;train;1;m;word
enfin;5;265.83;4;0;enfin;1;m;word
matin;5;275.01;4;0;matin;1;m;word
suite;5;275.9;4;0;suite;1;m;word
salut;5;277.42;4;0;salut;1;m;word
voici;5;277.59;4;0;voici;1;m;word
vieux;5;282.2;4;0;vieux;1;m;word
terre;5;294.45;4;0;terre;1;m;word
ville;5;295.14;4;0;ville;1;m;word
jeune;5;297.01;4;0;jeune;1;m;word
place;5;301.3;4;0;place;1;m;word
prier;5;313.12;4;0;prier;1;m;word
année;5;316.25;4;0;année;1;m;word
porte;5;333.85;4;0;porte;1;m;word
entre;5;372.72;4;0;entre;1;m;word
merci;5;379.38;4;0;merci;1;m;word
frère;5;390.39;4;0;frère;1;m;word
assez;5;407.75;4;0;assez;1;m;word
tirer;5;415.14;4;0;tirer;1;m;word
payer;5;416.68;4;0;payer;1;m;word
amour;5;458.27;4;0;amour;1;m;word
moins;5;478.75;4;0;moins;1;m;word
tenir;5;504.69;4;0;tenir;1;m;word
maman;5;540.21;4;0;maman;1;m;word
finir;5;557.61;4;0;finir;1;m;word
jouer;5;570.12;4;0;jouer;1;m;word
comme;5;577.64;4;0;comme;1;m;word
grand;5;638.72;4;0;grand;1;m;word
mieux;5;651.73;4;0;mieux;1;m;word
juste;5;656.86;4;0;juste;1;m;word
aider;5;688.71;4;0;aider;1;m;word
heure;5;709.79;4;0;heure;1;m;word
voilà;5;726.44;4;0;voilà;1;m;word
autre;5;786.09;4;0;autre;1;m;word
monde;5;830.72;4;0;monde;1;m;word
fille;5;841.56;4;0;fille;1;m;word
temps;5;1031.05;4;0;temps;1;m;word
femme;5;1049.32;4;0;femme;1;m;word
petit;5;1106.8;4;0;petit;1;m;word
homme;5;1123.55;4;0;homme;1;m;word
aussi;5;1402.33;4;0;aussi;1;m;word
aimer;5;1655.07;4;0;aimer;1;m;word
chose;5;1773.62;4;0;chose;1;m;word
alors;5;1777.65;4;0;alors;1;m;word
venir;5;2763.82;4;0;venir;1;m;word
faire;5;8813.48;4;0;faire;1;m;word
avoir;5;18559.22;4;0;avoir;1;m;word
soirée;6;102.37;4;0;soirée;1;m;word
triste;6;103.44;4;0;triste;1;m;word
parole;6;103.48;4;0;parole;1;m;word
groupe;6;104.38;4;0;groupe;1;m;word
humain;6;107.1;4;0;humain;1;m;word
preuve;6;107.54;4;0;preuve;1;m;word
soldat;6;107.92;4;0;soldat;1;m;word
brûler;6;110.28;4;0;brûler;1;m;word
dessus;6;111.19;4;0;dessus;1;m;word
peuple;6;111.36;4;0;peuple;1;m;word
client;6;112.12;4;0;client;1;m;word
avocat;6;112.69;4;0;avocat;1;m;word
propos;6;115.21;4;0;propos;1;m;word
naître;6;116.11;4;0;naître;1;m;word
espèce;6;116.51;4;0;espèce;1;m;word
papier;6;120.51;4;0;papier;1;m;word
cheveu;6;121.27;4;0;cheveu;1;m;word
sauter;6;123.03;4;0;sauter;1;m;word
voyage;6;123.17;4;0;voyage;1;m;word
soleil;6;123.34;4;0;soleil;1;m;word
erreur;6;124.15;4;0;erreur;1;m;word
bateau;6;124.82;4;0;bateau;1;m;word
vivant;6;124.97;4;0;vivant;1;m;word
chemin;6;125.18;4;0;chemin;1;m;word
cadeau;6;125.79;4;0;cadeau;1;m;word
cheval;6;129.12;4;0;cheval;1;m;word
équipe;6;129.97;4;0;équipe;1;m;word
pareil;6;133.45;4;0;pareil;1;m;word
danser;6;137.36;4;0;danser;1;m;word
simple;6;137.69;4;0;simple;1;m;word
retour;6;138.94;4;0;retour;1;m;word
visage;6;141.23;4;0;visage;1;m;word
amuser;6;141.41;4;0;amuser;1;m;word
patron;6;141.53;4;0;patron;1;m;word
courir;6;146.5;4;0;courir;1;m;word
depuis;6;147.19;4;0;depuis;1;m;word
prison;6;147.49;4;0;prison;1;m;word
autant;6;152.16;4;0;autant;1;m;word
couper;6;155.82;4;0;couper;1;m;word
esprit;6;155.82;4;0;esprit;1;m;word
lettre;6;156.77;4;0;lettre;1;m;word
malade;6;158.27;4;0;malade;1;m;word
copain;6;158.62;4;0;copain;1;m;word
facile;6;159.35;4;0;facile;1;m;word
casser;6;160.61;4;0;casser;1;m;word
compte;6;160.95;4;0;compte;1;m;word
propre;6;163.24;4;0;propre;1;m;word
bureau;6;167.13;4;0;bureau;1;m;word
calmer;6;168.54;4;0;calmer;1;m;word
numéro;6;173.48;4;0;numéro;1;m;word
offrir;6;177.8;4;0;offrir;1;m;word
pauvre;6;178.03;4;0;pauvre;1;m;word
dehors;6;180.79;4;0;dehors;1;m;word
mentir;6;185.16;4;0;mentir;1;m;word
amener;6;190.32;4;0;amener;1;m;word
partie;6;191.19;4;0;partie;1;m;word
gentil;6;192.64;4;0;gentil;1;m;word
adorer;6;193.67;4;0;adorer;1;m;word
battre;6;200.35;4;0;battre;1;m;word
cacher;6;204.13;4;0;cacher;1;m;word
vendre;6;206.95;4;0;vendre;1;m;word
plutôt;6;210.4;4;0;plutôt;1;m;word
bouger;6;211.9;4;0;bouger;1;m;word
marier;6;220.51;4;0;marier;1;m;word
guerre;6;221.65;4;0;guerre;1;m;word
fermer;6;238.65;4;0;fermer;1;m;word
sauver;6;246.54;4;0;sauver;1;m;word
garçon;6;251.51;4;0;garçon;1;m;word
revoir;6;262.05;4;0;revoir;1;m;word
police;6;276.21;4;0;police;1;m;word
monter;6;277.32;4;0;monter;1;m;word
gagner;6;294.44;4;0;gagner;1;m;word
écrire;6;305.92;4;0;écrire;1;m;word
madame;6;307.36;4;0;madame;1;m;word
servir;6;309.81;4;0;servir;1;m;word
garder;6;338.4;4;0;garder;1;m;word
minute;6;342.28;4;0;minute;1;m;word
chance;6;360.6;4;0;chance;1;m;word
dormir;6;392.09;4;0;dormir;1;m;word
tomber;6;407.82;4;0;tomber;1;m;word
ouvrir;6;413.32;4;0;ouvrir;1;m;word
moment;6;433.59;4;0;moment;1;m;word
entrer;6;450.11;4;0;entrer;1;m;word
raison;6;467.94;4;0;raison;1;m;word
rendre;6;508.81;4;0;rendre;1;m;word
sentir;6;535.4;4;0;sentir;1;m;word
perdre;6;546.08;4;0;perdre;1;m;word
maison;6;605.75;4;0;maison;1;m;word
plaire;6;607.21;4;0;plaire;1;m;word
enfant;6;735.59;4;0;enfant;1;m;word
besoin;6;771.24;4;0;besoin;1;m;word
mourir;6;916.4;4;0;mourir;1;m;word
rester;6;1003.56;4;0;rester;1;m;word
mettre;6;1004.83;4;0;mettre;1;m;word
partir;6;1111.97;4;0;partir;1;m;word
encore;6;1176.94;4;0;encore;1;m;word
jamais;6;1360.22;4;0;jamais;1;m;word
penser;6;1485.47;4;0;penser;1;m;word
passer;6;1495.49;4;0;passer;1;m;word
croire;6;1711.99;4;0;croire;1;m;word
suivre;6;2090.54;4;0;suivre;1;m;word
risquer;7;100.4;4;0;risquer;1;m;word
dégager;7;102.47;4;0;dégager;1;m;word
certain;7;103.57;4;0;certain;1;m;word
colonel;7;103.7;4;0;colonel;1;m;word
blesser;7;103.74;4;0;blesser;1;m;word
traiter;7;104.04;4;0;traiter;1;m;word
victime;7;106.25;4;0;victime;1;m;word
silence;7;106.43;4;0;silence;1;m;word
assurer;7;107.71;4;0;assurer;1;m;word
journal;7;110.8;4;0;journal;1;m;word
inviter;7;116.83;4;0;inviter;1;m;word
message;7;117.11;4;0;message;1;m;word
pouvoir;7;117.87;4;0;pouvoir;1;m;word
pousser;7;125.61;4;0;pousser;1;m;word
ensuite;7;127.92;4;0;ensuite;1;m;word
habiter;7;128.3;4;0;habiter;1;m;word
honneur;7;130.69;4;0;honneur;1;m;word
bizarre;7;131.41;4;0;bizarre;1;m;word
réussir;7;131.88;4;0;réussir;1;m;word
hôpital;7;133.15;4;0;hôpital;1;m;word
lumière;7;134.83;4;0;lumière;1;m;word
souvent;7;135.54;4;0;souvent;1;m;word
exister;7;136.24;4;0;exister;1;m;word
médecin;7;140.19;4;0;médecin;1;m;word
partout;7;141.94;4;0;partout;1;m;word
refuser;7;143.96;4;0;refuser;1;m;word
surtout;7;148.66;4;0;surtout;1;m;word
tromper;7;149.09;4;0;tromper;1;m;word
parfois;7;152.86;4;0;parfois;1;m;word
ignorer;7;156.55;4;0;ignorer;1;m;word
frapper;7;160.04;4;0;frapper;1;m;word
bonsoir;7;161.17;4;0;bonsoir;1;m;word
chanter;7;166.34;4;0;chanter;1;m;word
musique;7;169.8;4;0;musique;1;m;word
choisir;7;170.48;4;0;choisir;1;m;word
enlever;7;172.47;4;0;enlever;1;m;word
ramener;7;172.7;4;0;ramener;1;m;word
journée;7;174.89;4;0;journée;1;m;word
presque;7;181.81;4;0;presque;1;m;word
bientôt;7;184.96;4;0;bientôt;1;m;word
plaisir;7;186.37;4;0;plaisir;1;m;word
service;7;187.67;4;0;service;1;m;word
pleurer;7;191.64;4;0;pleurer;1;m;word
tourner;7;204.15;4;0;tourner;1;m;word
décider;7;207.76;4;0;décider;1;m;word
nouveau;7;209.45;4;0;nouveau;1;m;word
endroit;7;218.24;4;0;endroit;1;m;word
compter;7;227.78;4;0;compter;1;m;word
sembler;7;229.25;4;0;sembler;1;m;word
suffire;7;232.08;4;0;suffire;1;m;word
docteur;7;233.86;4;0;docteur;1;m;word
heureux;7;248.45;4;0;heureux;1;m;word
manquer;7;253.94;4;0;manquer;1;m;word
emmener;7;272.71;4;0;emmener;1;m;word
quitter;7;276.23;4;0;quitter;1;m;word
chambre;7;288.64;4;0;chambre;1;m;word
acheter;7;290.7;4;0;acheter;1;m;word
semaine;7;290.85;4;0;semaine;1;m;word
désoler;7;297.27;4;0;désoler;1;m;word
espérer;7;301.08;4;0;espérer;1;m;word
asseoir;7;322.71;4;0;asseoir;1;m;word
montrer;7;327.33;4;0;montrer;1;m;word
envoyer;7;360.16;4;0;envoyer;1;m;word
marcher;7;364.37;4;0;marcher;1;m;word
occuper;7;375.14;4;0;occuper;1;m;word
premier;7;376.98;4;0;premier;1;m;word
famille;7;384.92;4;0;famille;1;m;word
travail;7;389.83;4;0;travail;1;m;word
combien;7;390.58;4;0;combien;1;m;word
affaire;7;393.83;4;0;affaire;1;m;word
excuser;7;399.19;4;0;excuser;1;m;word
changer;7;411.99;4;0;changer;1;m;word
voiture;7;429.4;4;0;voiture;1;m;word
dernier;7;431.08;4;0;dernier;1;m;word
écouter;7;470.93;4;0;écouter;1;m;word
oublier;7;486.96;4;0;oublier;1;m;word
rentrer;7;532.51;4;0;rentrer;1;m;word
bonjour;7;570.57;4;0;bonjour;1;m;word
revenir;7;618.62;4;0;revenir;1;m;word
essayer;7;670.4;4;0;essayer;1;m;word
comment;7;922.93;4;0;comment;1;m;word
arrêter;7;993.79;4;0;arrêter;1;m;word
appeler;7;1165.48;4;0;appeler;1;m;word
arriver;7;1252.42;4;0;arriver;1;m;word
laisser;7;1334.1;4;0;laisser;1;m;word
trouver;7;1335.49;4;0;trouver;1;m;word
prendre;7;1913.83;4;0;prendre;1;m;word
accident;8;108.21;4;0;accident;1;m;word
vérifier;8;110.87;4;0;vérifier;1;m;word
dépêcher;8;111.44;4;0;dépêcher;1;m;word
attraper;8;112.52;4;0;attraper;1;m;word
souffrir;8;113.83;4;0;souffrir;1;m;word
arranger;8;116.14;4;0;arranger;1;m;word
craindre;8;117.44;4;0;craindre;1;m;word
supposer;8;120.31;4;0;supposer;1;m;word
empêcher;8;121.85;4;0;empêcher;1;m;word
paraître;8;122.14;4;0;paraître;1;m;word
détester;8;122.87;4;0;détester;1;m;word
détruire;8;126.08;4;0;détruire;1;m;word
déranger;8;126.95;4;0;déranger;1;m;word
ailleurs;8;128.74;4;0;ailleurs;1;m;word
prévenir;8;129.28;4;0;prévenir;1;m;word
protéger;8;130.71;4;0;protéger;1;m;word
sûrement;8;133.67;4;0;sûrement;1;m;word
terminer;8;142.38;4;0;terminer;1;m;word
remettre;8;144.99;4;0;remettre;1;m;word
seigneur;8;153.82;4;0;seigneur;1;m;word
prochain;8;160.27;4;0;prochain;1;m;word
accepter;8;165.84;4;0;accepter;1;m;word
conduire;8;169.64;4;0;conduire;1;m;word
préparer;8;174.33;4;0;préparer;1;m;word
préférer;8;179.44;4;0;préférer;1;m;word
utiliser;8;182.44;4;0;utiliser;1;m;word
recevoir;8;192.73;4;0;recevoir;1;m;word
imaginer;8;194.29;4;0;imaginer;1;m;word
possible;8;201.41;4;0;possible;1;m;word
apporter;8;209.91;4;0;apporter;1;m;word
meilleur;8;221.17;4;0;meilleur;1;m;word
répondre;8;251.57;4;0;répondre;1;m;word
ensemble;8;253.47;4;0;ensemble;1;m;word
raconter;8;253.84;4;0;raconter;1;m;word
importer;8;259.37;4;0;importer;1;m;word
rappeler;8;281.75;4;0;rappeler;1;m;word
histoire;8;359.92;4;0;histoire;1;m;word
question;8;411.82;4;0;question;1;m;word
problème;8;520.07;4;0;problème;1;m;word
beaucoup;8;626;4;0;beaucoup;1;m;word
chercher;8;712.46;4;0;chercher;1;m;word
entendre;8;728.67;4;0;entendre;1;m;word
monsieur;8;739.12;4;0;monsieur;1;m;word
demander;8;909.77;4;0;demander;1;m;word
vraiment;8;968.57;4;0;vraiment;1;m;word
toujours;8;1072.36;4;0;toujours;1;m;word
regarder;8;1197.29;4;0;regarder;1;m;word
pourquoi;8;1348.04;4;0;pourquoi;1;m;word
attendre;8;1351.46;4;0;attendre;1;m;word
